what,kind,bundleId,bundleVersion,description,time
started,bundle,org.openarchitectureware.xtend.editor,4.3.1.20090107-2000PRD,org.openarchitectureware.xtend.editor,1236009215534
started,bundle,org.eclipse.ocl.ecore,1.2.1.v200807301850,org.eclipse.ocl.ecore,1236009215612
started,bundle,org.eclipse.xsd,2.4.2.v200902171115,org.eclipse.xsd,1236009216097
started,bundle,org.eclipse.uml2.uml,2.2.2.v200811051031,org.eclipse.uml2.uml,1236009216175
started,bundle,org.eclipse.gmf.bridge.trace,1.0.100.v20080425-1959,org.eclipse.gmf.bridge.trace,1236009216832
started,bundle,org.eclipse.gmf.runtime.notation,1.1.1.v20080716-1600,org.eclipse.gmf.runtime.notation,1236009216972
started,bundle,org.eclipse.emf.cdo.tests.model3,1.0.8.v200902231216,org.eclipse.emf.cdo.tests.model3,1236009217879
started,bundle,org.eclipse.ocl.uml,1.2.3.v200901071407,org.eclipse.ocl.uml,1236009218192
started,bundle,org.eclipse.emf.cdo.tests.model4,1.0.8.v200902231216,org.eclipse.emf.cdo.tests.model4,1236009218317
started,bundle,org.eclipse.emf.edit,2.4.2.v200902171115,org.eclipse.emf.edit,1236009218692
started,bundle,org.eclipse.emf.compare.diff,0.8.1.v200902100450,org.eclipse.emf.compare.diff,1236009218708
started,bundle,org.eclipse.emf.mapping.ecore2xml,2.4.0.v200902171115,org.eclipse.emf.mapping.ecore2xml,1236009218754
started,bundle,org.eclipse.emf.mapping.xsd2ecore,2.4.0.v200902171115,org.eclipse.emf.mapping.xsd2ecore,1236009218786
started,bundle,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search,1236009218989
started,bundle,org.openarchitectureware.xtext.core,4.3.1.20090107-2000PRD,org.openarchitectureware.xtext.core,1236009219130
started,bundle,org.eclipse.m2m.atl.engine.vm,2.0.2.v200812191010,org.eclipse.m2m.atl.engine.vm,1236009219177
started,bundle,org.eclipse.m2m.atl.adt.editor,2.0.2.v200812191010,org.eclipse.m2m.atl.adt.editor,1236009219177
opened,editor,org.openarchitectureware.xtext.editor,4.3.1.20090107-2000PRD,org.openarchitectureware.xtext.editor.XTextEditor,1236009219786
activated,editor,org.openarchitectureware.xtext.editor,4.3.1.20090107-2000PRD,org.openarchitectureware.xtext.editor.XTextEditor,1236009220068
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236009220068
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236009220083
started,bundle,org.openarchitectureware.emftools,4.3.1.20090107-2000PRD,org.openarchitectureware.emftools,1236009222100
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236009223960
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236009229275
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1236009231995
