what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.recording,1.0.1.R200809220400,org.eclipse.epp.usagedata.recording,1236009690270
started,bundle,org.eclipse.gmf.codegen,2.1.1.v20090212-1755,org.eclipse.gmf.codegen,1236009690270
started,bundle,org.eclipse.gmf.map,2.1.0.v20080521,org.eclipse.gmf.map,1236009690270
started,bundle,org.eclipse.gmf.runtime.notation,1.1.1.v20080716-1600,org.eclipse.gmf.runtime.notation,1236009690270
started,bundle,org.eclipse.gmf.tooldef,2.0.0.v20080417-1610,org.eclipse.gmf.tooldef,1236009690270
started,bundle,org.eclipse.gmf.validate,1.1.0.v20080603-1553,org.eclipse.gmf.validate,1236009690270
started,bundle,org.eclipse.jdt.core,3.4.4.v_894_R34x,org.eclipse.jdt.core,1236009690286
started,bundle,org.eclipse.jdt.core.manipulation,1.2.0.v20080603-2000,org.eclipse.jdt.core.manipulation,1236009690286
started,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1236009690286
started,bundle,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui,1236009690286
started,bundle,org.eclipse.jet.ui,0.9.0.v20080527,org.eclipse.jet.ui,1236009690286
started,bundle,org.eclipse.m2m.atl.adt.wizard,2.0.2.v200812191010,org.eclipse.m2m.atl.adt.wizard,1236009690286
started,bundle,org.eclipse.m2m.qvt.oml,1.0.1.v20080917-1645,org.eclipse.m2m.qvt.oml,1236009690286
started,bundle,org.eclipse.m2m.qvt.oml.samples,1.0.1.v20080917-1855,org.eclipse.m2m.qvt.oml.samples,1236009690286
started,bundle,org.eclipse.mylyn.bugzilla.core,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.bugzilla.core,1236009690286
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.bugzilla.ui,1236009690286
started,bundle,org.eclipse.mylyn.commons.net,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.commons.net,1236009690286
started,bundle,org.eclipse.mylyn.commons.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.commons.ui,1236009690286
started,bundle,org.eclipse.mylyn.compatibility,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.compatibility,1236009690286
started,bundle,org.eclipse.mylyn.context.core,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.context.core,1236009690286
started,bundle,org.eclipse.mylyn.context.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.context.ui,1236009690286
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.monitor.ui,1236009690286
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.tasks.ui,1236009690286
started,bundle,org.eclipse.mylyn.team.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.team.ui,1236009690286
started,bundle,org.eclipse.net4j,1.0.8.v200902231136,org.eclipse.net4j,1236009690286
