what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_01-b06",1262621465770
java.specification.name,sysinfo,,,"Java Platform API Specification",1262621465770
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1262621465770
java.specification.version,sysinfo,,,"1.6",1262621465770
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1262621465770
java.version,sysinfo,,,"1.6.0_01",1262621465770
java.vm.info,sysinfo,,,"mixed mode",1262621465770
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1262621465770
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1262621465770
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1262621465770
java.vm.specification.version,sysinfo,,,"1.0",1262621465770
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1262621465770
java.vm.version,sysinfo,,,"1.6.0_01-b06",1262621465770
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1262621466020
started,bundle,org.eclipse.pde.core,3.5.100.v20090821,"org.eclipse.pde.core",1262621466082
started,bundle,org.eclipse.pde,3.4.100.v200909170800,"org.eclipse.pde",1262621466660
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1262621466738
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1262621466738
started,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1262621466973
started,bundle,org.eclipse.mylyn.commons.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.commons.ui",1262621467160
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1262621467348
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1262621467426
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.core",1262621467785
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.ui",1262621467879
started,bundle,org.eclipse.mylyn.context.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.core",1262621468739
