what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.actions,1.1.2.v20080916-2008,org.eclipse.gmf.runtime.diagram.ui.actions,1236072825242
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui,1.1.3.v20090114-1755,org.eclipse.gmf.runtime.diagram.ui,1236072825445
stopped,bundle,org.eclipse.gmf.runtime.gef.ui,1.1.1.v20080813-1510,org.eclipse.gmf.runtime.gef.ui,1236072825492
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.dnd.ide,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.services.dnd.ide,1236072825539
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.dnd,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.services.dnd,1236072825633
stopped,bundle,org.eclipse.gmf.runtime.diagram.core,1.1.3.v20081015-1755,org.eclipse.gmf.runtime.diagram.core,1236072825633
stopped,bundle,org.eclipse.gmf.runtime.emf.ui.properties,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.emf.ui.properties,1236072825774
stopped,bundle,org.eclipse.gmf.runtime.notation.providers,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.notation.providers,1236072825930
stopped,bundle,org.eclipse.gmf.runtime.emf.ui,1.1.0.v20080516-1748,org.eclipse.gmf.runtime.emf.ui,1236072825993
stopped,bundle,org.eclipse.gmf.runtime.emf.type.ui,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.emf.type.ui,1236072826133
stopped,bundle,org.eclipse.gmf.runtime.emf.type.core,1.1.1.v20080807-1325,org.eclipse.gmf.runtime.emf.type.core,1236072826290
stopped,bundle,org.eclipse.gmf.runtime.emf.commands.core,1.1.1.v20080716-1600,org.eclipse.gmf.runtime.emf.commands.core,1236072826399
stopped,bundle,org.eclipse.gmf.runtime.emf.core,1.1.1.v20080716-1600,org.eclipse.gmf.runtime.emf.core,1236072826509
stopped,bundle,org.eclipse.gmf.runtime.emf.clipboard.core,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.emf.clipboard.core,1236072826509
stopped,bundle,org.eclipse.gmf.runtime.common.ui.action.ide,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.action.ide,1236072826556
stopped,bundle,org.eclipse.gmf.runtime.common.ui.action,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.action,1236072826634
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui.render.awt,1.1.2.v20090122-1525,org.eclipse.gmf.runtime.draw2d.ui.render.awt,1236072826790
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui.render,1.1.3.v20090122-1525,org.eclipse.gmf.runtime.draw2d.ui.render,1236072826868
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.action,1.1.0.v20080507-2230,org.eclipse.gmf.runtime.common.ui.services.action,1236072826947
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services,1.1.1.v20080718-1700,org.eclipse.gmf.runtime.common.ui.services,1236072827009
stopped,bundle,org.eclipse.gmf.runtime.common.ui.services.properties,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.services.properties,1236072827119
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui,1.1.3.v20090114-1755,org.eclipse.gmf.runtime.draw2d.ui,1236072827384
stopped,bundle,org.eclipse.gmf.runtime.common.ui,1.1.3.v20081023-2107,org.eclipse.gmf.runtime.common.ui,1236072827478
stopped,bundle,org.eclipse.gmf.runtime.common.ui.printing,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.printing,1236072827572
stopped,bundle,org.eclipse.gmf.runtime.common.core,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.core,1236072827682
