what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1236070104387
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1236070113268
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1236070115253
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1236070123899
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1236070125853
activated,editor,org.openarchitectureware.xtend.editor,4.3.1.20090107-2000PRD,org.openarchitectureware.xtend.editor.XtendEditor,1236070135281
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1236070143630
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236070145631
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.findReplace,1236070145647
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236070161547
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1236070162720
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236070168395
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.findReplace,1236070168411
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1236070174727
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1236070175634
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236070187844
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1236070189611
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1236070194207
opened,editor,org.openarchitectureware.workflow,4.3.1.20090107-2000PRD,org.openarchitectureware.workflow.editors.WorkflowEditor,1236070194426
activated,editor,org.openarchitectureware.workflow,4.3.1.20090107-2000PRD,org.openarchitectureware.workflow.editors.WorkflowEditor,1236070194661
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1236070212906
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1236070214642
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1236070217456
activated,editor,org.openarchitectureware.workflow,4.3.1.20090107-2000PRD,org.openarchitectureware.workflow.editors.WorkflowEditor,1236070221255
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1236070254052
