what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.m2m.qvt.oml.runtime,1.0.1.v20080917-1645,org.eclipse.m2m.qvt.oml.runtime,1236009835179
stopped,bundle,org.eclipse.m2m.qvt.oml.samples,1.0.1.v20080917-1855,org.eclipse.m2m.qvt.oml.samples,1236009835179
stopped,bundle,org.eclipse.m2m.qvt.oml.trace.edit,1.0.1.v20080917-1645,org.eclipse.m2m.qvt.oml.trace.edit,1236009835179
stopped,bundle,org.eclipse.m2m.qvt.oml.project,1.0.1.v20080917-1645,org.eclipse.m2m.qvt.oml.project,1236009835179
stopped,bundle,org.eclipse.m2m.qvt.oml,1.0.1.v20080917-1645,org.eclipse.m2m.qvt.oml,1236009835179
stopped,bundle,org.eclipse.m2m.qvt.oml.common.ui,1.0.1.v20080917-1645,org.eclipse.m2m.qvt.oml.common.ui,1236009835179
stopped,bundle,org.eclipse.m2m.qvt.oml.common,1.0.1.v20080917-1645,org.eclipse.m2m.qvt.oml.common,1236009835179
stopped,bundle,org.eclipse.pde.core,3.4.0.v20090202,org.eclipse.pde.core,1236009835179
stopped,bundle,org.eclipse.emf.importer.ecore,2.4.0.v200902171115,org.eclipse.emf.importer.ecore,1236009835179
stopped,bundle,org.eclipse.emf.search.genmodel.ui,0.7.0.v200806130939,org.eclipse.emf.search.genmodel.ui,1236009835179
stopped,bundle,org.eclipse.emf.codegen.ui,2.4.0.v200902171115,org.eclipse.emf.codegen.ui,1236009835179
stopped,bundle,org.eclipse.m2m.atl.adt.perspective,2.0.2.v200812191010,org.eclipse.m2m.atl.adt.perspective,1236009835195
stopped,bundle,org.eclipse.xsd.editor,2.4.0.v200902171115,org.eclipse.xsd.editor,1236009835195
stopped,bundle,org.eclipse.emf.validation.ui.ide,1.2.0.v200805130238,org.eclipse.emf.validation.ui.ide,1236009835195
stopped,bundle,org.eclipse.emf.mint.ui,0.7.1.v200809162149,org.eclipse.emf.mint.ui,1236009835195
stopped,bundle,org.eclipse.jet.ui,0.9.0.v20080527,org.eclipse.jet.ui,1236009835195
stopped,bundle,org.eclipse.jet.examples,0.9.0.v20080211,org.eclipse.jet.examples,1236009835195
stopped,bundle,org.eclipse.jet,0.9.3.v200901261702,org.eclipse.jet,1236009835195
stopped,bundle,org.eclipse.ant.ui,3.3.1.v20090120_r342,org.eclipse.ant.ui,1236009835195
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools,1236009835195
stopped,bundle,org.eclipse.m2m.atl.compilers.atl2006,2.0.2.v200812191010,org.eclipse.m2m.atl.compilers.atl2006,1236009835195
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.tasks.bugs,1236009835195
stopped,bundle,org.eclipse.gef.examples.ui.pde,3.4.0.v20080226,org.eclipse.gef.examples.ui.pde,1236009835195
stopped,bundle,org.openarchitectureware.xpand2.editor,4.3.1.20090107-2000PRD,org.openarchitectureware.xpand2.editor,1236009835195
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1236009835195
