what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.100.r34x_20090121,org.eclipse.team.cvs.ui,1236068466283
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1236068466283
started,bundle,org.openarchitectureware.adapter.emf.check,4.3.1.20090107-2000PRD,org.openarchitectureware.adapter.emf.check,1236068466330
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1236068580677
started,bundle,org.openarchitectureware.base,4.3.1.20090107-2000PRD,org.openarchitectureware.base,1236068583552
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1236068583818
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236068595802
started,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1236068604381
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1236068606959
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236068684294
started,bundle,org.eclipse.m2m.atl.engine.vm,2.0.2.v200812191010,org.eclipse.m2m.atl.engine.vm,1236068687140
started,bundle,org.eclipse.m2m.atl.adt.editor,2.0.2.v200812191010,org.eclipse.m2m.atl.adt.editor,1236068687140
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236068699850
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236068705712
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236068705791
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236068706025
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1236068710997
started,bundle,org.eclipse.emf.common,2.4.0.v200902171115,org.eclipse.emf.common,1236068713904
started,bundle,org.eclipse.emf.converter,2.4.0.v200902171115,org.eclipse.emf.converter,1236068713904
started,bundle,org.eclipse.emf.importer,2.4.1.v200902171115,org.eclipse.emf.importer,1236068713904
started,bundle,org.eclipse.emf.common.ui,2.4.0.v200902171115,org.eclipse.emf.common.ui,1236068713920
started,bundle,org.eclipse.emf.edit.ui,2.4.2.v200902171115,org.eclipse.emf.edit.ui,1236068713920
started,bundle,org.eclipse.emf.ecore,2.4.2.v200902171115,org.eclipse.emf.ecore,1236068714029
started,bundle,org.eclipse.emf.edit,2.4.2.v200902171115,org.eclipse.emf.edit,1236068714029
started,bundle,org.eclipse.emf.importer.ecore,2.4.0.v200902171115,org.eclipse.emf.importer.ecore,1236068721111
