what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.gmf.map,2.1.0.v20080521,org.eclipse.gmf.map,1236009213815
started,bundle,org.eclipse.gmf.tooldef,2.0.0.v20080417-1610,org.eclipse.gmf.tooldef,1236009214377
started,bundle,org.eclipse.emf.mapping,2.4.0.v200902171115,org.eclipse.emf.mapping,1236009214424
started,bundle,org.eclipse.emf.ecore.edit,2.4.1.v200902171115,org.eclipse.emf.ecore.edit,1236009214424
started,bundle,org.eclipse.emf.mapping.ecore2ecore,2.4.0.v200902171115,org.eclipse.emf.mapping.ecore2ecore,1236009214424
started,bundle,org.eclipse.m2m.qvt.oml,1.0.1.v20080917-1645,org.eclipse.m2m.qvt.oml,1236009214628
started,bundle,org.eclipse.ocl,1.2.3.v200901071407,org.eclipse.ocl,1236009214659
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20090114-1205,org.eclipse.jdt.apt.core,1236009214909
started,bundle,org.eclipse.emf.compare.match,0.8.1.v200902100450,org.eclipse.emf.compare.match,1236009214971
started,bundle,org.eclipse.uml2.codegen.ecore,1.4.0.v200805201126,org.eclipse.uml2.codegen.ecore,1236009214971
started,bundle,org.eclipse.m2m.qvt.oml.samples,1.0.1.v20080917-1855,org.eclipse.m2m.qvt.oml.samples,1236009214971
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.101.R34x_v20081108-1950,org.eclipse.jdt.apt.pluggable.core,1236009215050
started,bundle,org.eclipse.emf.cdo.tests.model4interfaces,1.0.8.v200902231216,org.eclipse.emf.cdo.tests.model4interfaces,1236009215081
started,bundle,org.eclipse.net4j,1.0.8.v200902231136,org.eclipse.net4j,1236009215128
started,bundle,org.eclipse.net4j.http.server,1.0.8.v200902231136,org.eclipse.net4j.http.server,1236009215143
started,bundle,org.eclipse.net4j.tcp,1.0.8.v200902231136,org.eclipse.net4j.tcp,1236009215143
started,bundle,org.eclipse.net4j.util,1.0.8.v200902231136,org.eclipse.net4j.util,1236009215143
started,bundle,org.eclipse.emf.cdo,1.0.8.v200902231216,org.eclipse.emf.cdo,1236009215143
started,bundle,org.eclipse.emf.ecore.sdo,2.4.0.v200902171115,org.eclipse.emf.ecore.sdo,1236009215190
started,bundle,org.eclipse.emf.commonj.sdo,2.4.0.v200902171115,org.eclipse.emf.commonj.sdo,1236009215206
started,bundle,org.eclipse.emf.ecore.change,2.4.0.v200902171115,org.eclipse.emf.ecore.change,1236009215206
started,bundle,org.eclipse.emf.ocl,1.1.101.v200808291106,org.eclipse.emf.ocl,1236009215268
started,bundle,org.eclipse.pde.build,3.4.1.R34x_v20081217,org.eclipse.pde.build,1236009215378
started,bundle,org.openarchitectureware.check.editor,4.3.1.20090107-2000PRD,org.openarchitectureware.check.editor,1236009215487
started,bundle,org.openarchitectureware.xpand2.editor,4.3.1.20090107-2000PRD,org.openarchitectureware.xpand2.editor,1236009215534
